Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-17 11:16:00-05:00,33.03,33.03,33.03,33.03,0.0,0.0,0
2019-12-17 11:20:00-05:00,33.05,33.05,33.05,33.05,200.0,0.0,0
2019-12-17 11:39:00-05:00,33.05,33.05,33.05,33.05,130.0,0.0,0
2019-12-17 11:48:00-05:00,33.08,33.08,33.08,33.08,223.0,0.0,0
2019-12-17 14:46:00-05:00,33.23,33.23,33.23,33.23,146.0,0.0,0
2019-12-17 15:02:00-05:00,33.19,33.2,33.19,33.2,426.0,0.0,0
2019-12-17 15:18:00-05:00,33.22,33.22,33.22,33.22,103.0,0.0,0
2019-12-17 15:50:00-05:00,33.17,33.17,33.17,33.17,5152.0,0.0,0
2019-12-18 10:13:00-05:00,33.28,33.29,33.28,33.29,0.0,0.0,0
2019-12-18 10:33:00-05:00,33.33,33.33,33.33,33.33,1060.0,0.0,0
2019-12-18 11:38:00-05:00,33.33,33.33,33.33,33.33,190.0,0.0,0
2019-12-18 12:22:00-05:00,33.34,33.34,33.34,33.34,200.0,0.0,0
2019-12-18 15:51:00-05:00,33.31,33.31,33.31,33.31,100.0,0.0,0
2019-12-18 15:59:00-05:00,33.31,33.31,33.31,33.31,2001.0,0.0,0
2019-12-19 09:30:00-05:00,33.42,33.42,33.42,33.42,0.0,0.0,0
2019-12-19 09:45:00-05:00,33.58,33.58,33.58,33.58,140.0,0.0,0
2019-12-19 09:54:00-05:00,33.63,33.63,33.63,33.63,100.0,0.0,0
2019-12-19 09:59:00-05:00,33.57,33.57,33.57,33.57,105.0,0.0,0
2019-12-19 10:36:00-05:00,33.53,33.53,33.53,33.53,185.0,0.0,0
2019-12-19 11:52:00-05:00,33.61,33.61,33.61,33.61,100.0,0.0,0
2019-12-19 13:23:00-05:00,33.65,33.65,33.65,33.65,192.0,0.0,0
2019-12-19 15:57:00-05:00,33.7,33.7,33.7,33.7,100.0,0.0,0
2019-12-19 15:58:00-05:00,33.7,33.71,33.7,33.71,706.0,0.0,0
2019-12-19 15:59:00-05:00,33.75,33.75,33.72,33.72,5184.0,0.0,0
2019-12-20 10:35:00-05:00,34.05,34.05,34.05,34.05,0.0,0.0,0
2019-12-20 10:41:00-05:00,34.01,34.01,34.01,34.01,110.0,0.0,0
2019-12-20 11:30:00-05:00,34.1,34.1,34.1,34.1,110.0,0.0,0
2019-12-20 12:05:00-05:00,34.1,34.1,34.1,34.1,100.0,0.0,0
2019-12-20 12:34:00-05:00,34.09,34.1,34.09,34.1,301.0,0.0,0
2019-12-20 15:03:00-05:00,34.14,34.14,34.14,34.14,311.0,0.0,0
2019-12-20 15:15:00-05:00,34.07,34.07,34.07,34.07,200.0,0.0,0
2019-12-20 15:23:00-05:00,34.08,34.08,34.08,34.08,200.0,0.0,0
2019-12-20 15:31:00-05:00,34.06,34.06,34.06,34.06,200.0,0.0,0
2019-12-20 15:39:00-05:00,34.08,34.08,34.08,34.08,200.0,0.0,0
2019-12-20 15:44:00-05:00,34.09,34.09,34.09,34.09,200.0,0.0,0
2019-12-20 15:45:00-05:00,34.08,34.08,34.08,34.08,200.0,0.0,0
2019-12-20 15:49:00-05:00,34.08,34.08,34.08,34.08,241.0,0.0,0
2019-12-20 15:50:00-05:00,34.08,34.08,34.08,34.08,100.0,0.0,0
2019-12-20 15:53:00-05:00,34.1,34.1,34.1,34.1,266.0,0.0,0
2019-12-20 15:54:00-05:00,34.12,34.15,34.12,34.15,335.0,0.0,0
2019-12-23 09:30:00-05:00,,,,,,0.087,0
2019-12-23 09:32:00-05:00,34.17,34.17,34.17,34.17,0.0,0.0,0
2019-12-23 11:02:00-05:00,34.03,34.03,34.03,34.03,299.0,0.0,0
2019-12-23 15:42:00-05:00,34.13,34.13,34.13,34.13,100.0,0.0,0
2019-12-23 15:50:00-05:00,34.1,34.1,34.1,34.1,300.0,0.0,0
2019-12-23 15:54:00-05:00,34.11,34.11,34.11,34.11,100.0,0.0,0
2019-12-23 15:59:00-05:00,34.11,34.11,34.11,34.11,2478.0,0.0,0
2019-12-24 10:31:00-05:00,34.17,34.17,34.17,34.17,0.0,0.0,0
