Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2019-12-17 11:00:00+11:00,6959.5,6959.5,6958.6,6958.6,0.0,0.0,0.0,
2019-12-17 11:01:00+11:00,6958.2,6960.5,6958.2,6960.5,0.0,0.0,0.0,
2019-12-17 11:02:00+11:00,6958.4,6958.4,6957.5,6957.5,0.0,0.0,0.0,
2019-12-17 11:03:00+11:00,6957.6,6957.6,6956.7,6956.7,0.0,0.0,0.0,
2019-12-17 11:04:00+11:00,6956.7,6956.7,6953.8,6953.8,0.0,0.0,0.0,
2019-12-17 11:05:00+11:00,6953.9,6954.1,6953.9,6954.1,0.0,0.0,0.0,
2019-12-17 11:06:00+11:00,6953.3,6953.4,6953.3,6953.4,0.0,0.0,0.0,
2019-12-17 11:07:00+11:00,6952.8,6953.1,6952.8,6953.1,0.0,0.0,0.0,
2019-12-17 11:08:00+11:00,6953.0,6953.8,6953.0,6953.8,0.0,0.0,0.0,
2019-12-17 11:09:00+11:00,6955.5,6957.7,6955.5,6957.7,0.0,0.0,0.0,
2019-12-17 11:10:00+11:00,6958.4,6960.6,6958.4,6960.6,0.0,0.0,0.0,
2019-12-17 11:11:00+11:00,6960.7,6960.7,6959.9,6959.9,0.0,0.0,0.0,
2019-12-17 11:12:00+11:00,6959.1,6959.1,6958.3,6958.3,0.0,0.0,0.0,
2019-12-17 11:13:00+11:00,6958.6,6958.6,6956.6,6956.6,0.0,0.0,0.0,
2019-12-17 11:14:00+11:00,6956.1,6956.5,6956.1,6956.5,0.0,0.0,0.0,
2019-12-17 11:15:00+11:00,6957.7,6957.9,6957.7,6957.9,0.0,0.0,0.0,
2019-12-17 11:16:00+11:00,6956.6,6956.6,6956.3,6956.3,0.0,0.0,0.0,
2019-12-17 11:17:00+11:00,6960.4,6960.4,6959.8,6959.8,0.0,0.0,0.0,
2019-12-17 11:18:00+11:00,6959.4,6959.8,6959.4,6959.8,0.0,0.0,0.0,
2019-12-17 11:19:00+11:00,6959.3,6959.3,6958.9,6958.9,0.0,0.0,0.0,
2019-12-17 11:20:00+11:00,6957.7,6958.5,6957.7,6958.5,0.0,0.0,0.0,
2019-12-17 11:21:00+11:00,6958.5,6959.1,6958.5,6959.1,0.0,0.0,0.0,
2019-12-17 11:22:00+11:00,6959.7,6960.3,6959.7,6960.3,0.0,0.0,0.0,
2019-12-17 11:23:00+11:00,6960.9,6962.0,6960.9,6962.0,0.0,0.0,0.0,
2019-12-17 11:24:00+11:00,6962.4,6962.4,6960.8,6960.8,0.0,0.0,0.0,
2019-12-17 11:25:00+11:00,6957.8,6957.8,6956.8,6956.8,0.0,0.0,0.0,
2019-12-17 11:26:00+11:00,6956.3,6956.3,6955.4,6955.4,0.0,0.0,0.0,
2019-12-17 11:27:00+11:00,6956.0,6956.0,6956.0,6956.0,0.0,0.0,0.0,
2019-12-17 11:28:00+11:00,6955.0,6955.9,6955.0,6955.9,0.0,0.0,0.0,
2019-12-17 11:29:00+11:00,6956.6,6956.6,6956.3,6956.3,0.0,0.0,0.0,
2019-12-17 11:30:00+11:00,6955.7,6959.6,6955.7,6959.6,0.0,0.0,0.0,
2019-12-17 11:31:00+11:00,6961.1,6961.6,6961.1,6961.6,0.0,0.0,0.0,
2019-12-17 11:32:00+11:00,6961.5,6961.5,6960.4,6960.4,0.0,0.0,0.0,
2019-12-17 11:33:00+11:00,6960.0,6960.8,6960.0,6960.8,0.0,0.0,0.0,
2019-12-17 11:34:00+11:00,6960.4,6961.2,6960.4,6961.2,0.0,0.0,0.0,
2019-12-17 11:35:00+11:00,6960.3,6960.3,6959.8,6959.8,0.0,0.0,0.0,
2019-12-17 11:36:00+11:00,6960.5,6960.6,6960.5,6960.6,0.0,0.0,0.0,
2019-12-17 11:37:00+11:00,6961.4,6961.4,6960.3,6960.3,0.0,0.0,0.0,
2019-12-17 11:38:00+11:00,6960.9,6960.9,6959.1,6959.1,0.0,0.0,0.0,
2019-12-17 11:39:00+11:00,6958.5,6959.3,6958.5,6959.3,0.0,0.0,0.0,
2019-12-17 11:40:00+11:00,6958.3,6959.7,6958.3,6959.7,0.0,0.0,0.0,
2019-12-17 11:41:00+11:00,6959.6,6959.6,6958.4,6958.4,0.0,0.0,0.0,
2019-12-17 11:42:00+11:00,6958.4,6958.4,6958.3,6958.3,0.0,0.0,0.0,
2019-12-17 11:43:00+11:00,6957.8,6957.8,6956.1,6956.1,0.0,0.0,0.0,
2019-12-17 11:44:00+11:00,6954.4,6954.4,6953.5,6953.5,0.0,0.0,0.0,
2019-12-17 11:45:00+11:00,6953.4,6953.4,6953.2,6953.2,0.0,0.0,0.0,
2019-12-17 11:46:00+11:00,6953.4,6953.4,6952.8,6952.8,0.0,0.0,0.0,
2019-12-17 11:47:00+11:00,6952.4,6952.6,6952.4,6952.6,0.0,0.0,0.0,
2019-12-17 11:48:00+11:00,6952.7,6952.7,6952.5,6952.5,0.0,0.0,0.0,
2019-12-17 11:49:00+11:00,6951.6,6951.9,6951.6,6951.9,0.0,0.0,0.0,
2019-12-17 11:50:00+11:00,6950.9,6950.9,6950.0,6950.0,0.0,0.0,0.0,
2019-12-17 11:51:00+11:00,6949.8,6950.8,6949.8,6950.8,0.0,0.0,0.0,
2019-12-17 11:52:00+11:00,6949.7,6949.7,6949.2,6949.2,0.0,0.0,0.0,
2019-12-17 11:53:00+11:00,6949.5,6949.5,6949.5,6949.5,0.0,0.0,0.0,
2019-12-17 11:55:00+11:00,6948.1,6948.1,6948.1,6948.1,0.0,0.0,0.0,
2019-12-17 11:56:00+11:00,6947.7,6947.7,6946.9,6946.9,0.0,0.0,0.0,
2019-12-17 11:58:00+11:00,6948.7,6948.7,6947.5,6947.5,0.0,0.0,0.0,
2019-12-17 11:59:00+11:00,6946.7,6949.6,6946.7,6949.6,0.0,0.0,0.0,
2019-12-17 12:00:00+11:00,6947.9,6949.1,6947.9,6949.1,0.0,0.0,0.0,
2019-12-17 12:01:00+11:00,6950.6,6952.1,6950.6,6952.1,0.0,0.0,0.0,
2019-12-17 12:02:00+11:00,6951.9,6951.9,6951.6,6951.6,0.0,0.0,0.0,
2019-12-17 12:03:00+11:00,6951.1,6951.1,6950.0,6950.0,0.0,0.0,0.0,
2019-12-17 12:04:00+11:00,6951.7,6952.4,6951.7,6952.4,0.0,0.0,0.0,
2019-12-17 12:05:00+11:00,6952.7,6952.7,6952.6,6952.6,0.0,0.0,0.0,
2019-12-17 12:06:00+11:00,6951.8,6951.8,6951.8,6951.8,0.0,0.0,0.0,
2019-12-17 12:07:00+11:00,6952.3,6954.0,6952.3,6954.0,0.0,0.0,0.0,
2019-12-17 12:08:00+11:00,6954.0,6954.1,6954.0,6954.1,0.0,0.0,0.0,
2019-12-17 12:09:00+11:00,6953.8,6954.8,6953.8,6954.8,0.0,0.0,0.0,
2019-12-17 12:10:00+11:00,6954.6,6954.6,6953.8,6953.8,0.0,0.0,0.0,
2019-12-17 12:11:00+11:00,6956.2,6958.0,6956.2,6958.0,0.0,0.0,0.0,
2019-12-17 12:15:00+11:00,6959.2,6959.2,6958.4,6958.4,0.0,0.0,0.0,
2019-12-17 12:16:00+11:00,6958.8,6960.6,6958.8,6960.6,0.0,0.0,0.0,
2019-12-17 12:17:00+11:00,6960.6,6960.7,6960.6,6960.7,0.0,0.0,0.0,
2019-12-17 12:18:00+11:00,6960.5,6960.5,6960.1,6960.1,0.0,0.0,0.0,
2019-12-17 12:19:00+11:00,6960.0,6960.0,6960.0,6960.0,0.0,0.0,0.0,
2019-12-17 12:20:00+11:00,6961.1,6961.1,6959.7,6959.7,0.0,0.0,0.0,
2019-12-17 12:21:00+11:00,6959.6,6959.6,6959.4,6959.4,0.0,0.0,0.0,
2019-12-17 12:22:00+11:00,6959.6,6959.6,6959.3,6959.3,0.0,0.0,0.0,
2019-12-17 12:23:00+11:00,6957.8,6957.8,6957.4,6957.4,0.0,0.0,0.0,
2019-12-17 12:24:00+11:00,6958.1,6960.9,6958.1,6960.9,0.0,0.0,0.0,
2019-12-17 12:25:00+11:00,6956.7,6956.7,6955.7,6955.7,0.0,0.0,0.0,
2019-12-17 12:26:00+11:00,6956.3,6958.7,6956.3,6958.7,0.0,0.0,0.0,
2019-12-17 12:27:00+11:00,6959.4,6959.4,6959.3,6959.3,0.0,0.0,0.0,
2019-12-17 12:28:00+11:00,6960.0,6960.0,6958.5,6958.5,0.0,0.0,0.0,
2019-12-17 12:29:00+11:00,6958.7,6958.7,6958.2,6958.2,0.0,0.0,0.0,
