Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-16 16:08:00+00:00,2093.0,2093.0,2092.5,2092.5,0,0,0
2019-12-16 16:09:00+00:00,2093.0,2093.0,2093.0,2093.0,222,0,0
2019-12-16 16:11:00+00:00,2094.0,2094.0,2094.0,2094.0,222,0,0
2019-12-16 16:21:00+00:00,2091.0,2091.0,2091.0,2091.0,222,0,0
2019-12-16 16:22:00+00:00,2090.5,2090.5,2090.5,2090.5,222,0,0
2019-12-16 16:25:00+00:00,2090.0,2090.0,2090.0,2090.0,222,0,0
2019-12-16 16:26:00+00:00,2089.5,2092.25,2089.0,2092.25,444,0,0
2019-12-17 10:59:00+00:00,2105.5,2105.5,2105.5,2105.5,0,0,0
2019-12-17 11:01:00+00:00,2106.0,2106.0,2106.0,2106.0,159,0,0
2019-12-17 14:15:00+00:00,2110.5,2111.0,2110.5,2111.0,440,0,0
2019-12-17 14:49:00+00:00,2101.63,2101.63,2101.63,2101.63,900,0,0
2019-12-17 15:52:00+00:00,2096.0,2105.0,2096.0,2105.0,158,0,0
2019-12-18 15:30:00+00:00,2110.5,2111.0,2110.5,2111.0,0,0,0
2019-12-18 16:04:00+00:00,2115.5,2115.5,2112.75,2112.75,1000,0,0
2019-12-19 10:29:00+00:00,2123.94,2123.94,2123.94,2123.94,0,0,0
2019-12-19 11:06:00+00:00,2118.0,2118.0,2118.0,2118.0,150,0,0
2019-12-19 14:40:00+00:00,2125.5,2126.0,2125.5,2126.0,436,0,0
2019-12-19 14:41:00+00:00,2125.5,2125.5,2124.75,2124.75,317,0,0
2019-12-20 09:44:00+00:00,2135.5,2135.5,2135.5,2135.5,0,0,0
2019-12-20 10:30:00+00:00,2135.5,2135.5,2135.5,2135.5,556,0,0
2019-12-20 13:21:00+00:00,2131.5,2131.5,2130.0,2130.0,200,0,0
2019-12-20 14:20:00+00:00,2136.0,2136.0,2136.0,2136.0,217,0,0
2019-12-20 14:21:00+00:00,2136.02,2136.02,2136.02,2136.02,100,0,0
2019-12-20 14:31:00+00:00,2136.0,2136.0,2136.0,2136.0,249,0,0
2019-12-20 14:39:00+00:00,2128.0,2128.0,2128.0,2128.0,82,0,0
2019-12-20 16:13:00+00:00,2128.66,2128.66,2128.66,2128.66,2301,0,0
2019-12-20 16:18:00+00:00,2122.5,2122.5,2122.5,2122.5,181,0,0
2019-12-20 16:29:00+00:00,2122.0,2123.0,2120.25,2120.25,231,0,0
2019-12-23 09:29:00+00:00,2124.09,2124.09,2124.09,2124.09,0,0,0
2019-12-23 09:59:00+00:00,2126.95,2126.95,2126.95,2126.95,100,0,0
2019-12-23 10:39:00+00:00,2128.0,2128.0,2128.0,2128.0,218,0,0
2019-12-23 10:42:00+00:00,2128.5,2128.5,2128.5,2128.5,218,0,0
2019-12-23 15:01:00+00:00,2145.5,2145.5,2145.0,2145.0,648,0,0
2019-12-23 15:10:00+00:00,2145.0,2145.0,2145.0,2145.0,100,0,0
2019-12-23 15:41:00+00:00,2152.5,2152.5,2152.5,2152.5,34,0,0
2019-12-23 15:52:00+00:00,2160.5,2160.5,2160.5,2160.5,0,0,0
2019-12-23 16:03:00+00:00,2161.5,2161.5,2161.5,2161.5,0,0,0
2019-12-23 16:20:00+00:00,2157.5,2193.75,2157.5,2193.75,0,0,0
2019-12-27 08:00:00+00:00,2236.5,2236.5,2236.5,2236.5,18,0,0
2019-12-27 08:59:00+00:00,2251.06,2251.06,2251.06,2251.06,1000,0,0
2019-12-27 09:29:00+00:00,2251.11,2251.11,2251.11,2251.11,1310,0,0
2019-12-27 09:50:00+00:00,2252.5,2252.5,2252.5,2252.5,4011,0,0
2019-12-27 09:55:00+00:00,2257.11,2257.11,2257.11,2257.11,442,0,0
2019-12-27 10:20:00+00:00,2254.0,2254.0,2254.0,2254.0,382,0,0
2019-12-27 10:32:00+00:00,2254.0,2254.0,2254.0,2254.0,1601,0,0
2019-12-27 12:02:00+00:00,2242.0,2242.0,2242.0,2242.0,1000,0,0
2019-12-27 12:09:00+00:00,2240.0,2240.0,2240.0,2240.0,5000,0,0
2019-12-27 12:19:00+00:00,2244.52,2244.52,2244.52,2244.52,133,0,0
2019-12-27 12:26:00+00:00,2243.76,2243.76,2243.76,2243.76,89,0,0
2019-12-27 14:36:00+00:00,2241.0,2241.0,2239.5,2239.5,621,0,0
2019-12-27 14:38:00+00:00,2240.0,2240.0,2240.0,2240.0,1978,0,0
2019-12-27 14:49:00+00:00,2219.18,2219.18,2219.18,2219.18,70,0,0
2019-12-27 16:27:00+00:00,2249.5,2249.5,2248.25,2248.25,807,0,0
2019-12-30 08:02:00+00:00,2252.16,2252.16,2252.16,2252.16,0,0,0
2019-12-30 09:03:00+00:00,2237.5,2237.5,2237.5,2237.5,190,0,0
2019-12-30 14:56:00+00:00,2258.24,2258.24,2258.24,2258.24,200,0,0
2019-12-30 15:04:00+00:00,2257.5,2257.5,2257.5,2257.5,94,0,0
2019-12-30 15:05:00+00:00,2258.5,2258.5,2258.5,2258.5,1251,0,0
2019-12-30 15:07:00+00:00,2262.0,2262.0,2262.0,2262.0,3050,0,0
2019-12-30 15:09:00+00:00,2260.0,2260.0,2260.0,2260.0,181,0,0
2019-12-30 15:24:00+00:00,2261.5,2261.5,2261.5,2261.5,205,0,0
2019-12-30 15:43:00+00:00,2271.18,2271.18,2258.75,2258.75,1100,0,0
2019-12-31 12:06:00+00:00,2280.5,2280.5,2280.5,2280.5,0,0,0
2019-12-31 12:07:00+00:00,2280.5,2280.5,2280.5,2280.5,9,0,0
2019-12-31 12:20:00+00:00,2283.0,2283.0,2280.25,2280.25,10,0,0
2020-01-02 09:45:00+00:00,2261.0,2265.5,2261.0,2265.5,4878,0,0
2020-01-02 12:05:00+00:00,2271.0,2271.0,2271.0,2271.0,40,0,0
2020-01-02 12:09:00+00:00,2277.0,2277.0,2277.0,2277.0,220,0,0
2020-01-02 12:44:00+00:00,2266.5,2266.5,2266.5,2266.5,269,0,0
