Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2019-12-13 11:33:00-05:00,316.27,316.28,316.2,316.23,55275.0,0.0,0.0,
2019-12-13 11:34:00-05:00,316.24,316.33,316.16,316.32,68110.0,0.0,0.0,
2019-12-13 11:35:00-05:00,316.32,316.51,316.29,316.49,126777.0,0.0,0.0,
2019-12-13 11:36:00-05:00,316.49,316.66,316.49,316.66,107489.0,0.0,0.0,
2019-12-13 11:37:00-05:00,316.65,316.72,316.56,316.58,199488.0,0.0,0.0,
2019-12-13 11:38:00-05:00,316.58,316.62,316.54,316.58,68499.0,0.0,0.0,
2019-12-13 11:39:00-05:00,316.57,316.64,316.54,316.63,29558.0,0.0,0.0,
2019-12-13 11:40:00-05:00,316.63,316.67,316.58,316.65,37868.0,0.0,0.0,
2019-12-13 11:41:00-05:00,316.65,316.66,316.59,316.62,98683.0,0.0,0.0,
2019-12-13 11:42:00-05:00,316.63,316.67,316.62,316.63,74324.0,0.0,0.0,
2019-12-13 11:43:00-05:00,316.62,316.65,316.56,316.64,41696.0,0.0,0.0,
2019-12-13 11:44:00-05:00,316.65,316.69,316.59,316.65,48617.0,0.0,0.0,
2019-12-13 11:45:00-05:00,316.65,316.7,316.62,316.69,53298.0,0.0,0.0,
2019-12-13 11:46:00-05:00,316.7,316.83,316.68,316.82,124986.0,0.0,0.0,
2019-12-13 11:47:00-05:00,316.82,316.91,316.82,316.86,117362.0,0.0,0.0,
2019-12-13 11:48:00-05:00,316.85,316.86,316.8,316.83,56711.0,0.0,0.0,
2019-12-13 11:49:00-05:00,316.82,316.82,316.68,316.71,57021.0,0.0,0.0,
2019-12-13 11:50:00-05:00,316.73,316.94,316.73,316.91,144750.0,0.0,0.0,
2019-12-13 11:51:00-05:00,316.91,316.97,316.88,316.93,79420.0,0.0,0.0,
2019-12-13 11:52:00-05:00,316.93,316.95,316.85,316.85,45546.0,0.0,0.0,
2019-12-13 11:53:00-05:00,316.86,316.86,316.81,316.81,62452.0,0.0,0.0,
2019-12-13 11:54:00-05:00,316.82,316.95,316.81,316.94,94200.0,0.0,0.0,
2019-12-13 11:55:00-05:00,316.93,317.03,316.91,317.03,85137.0,0.0,0.0,
2019-12-13 11:56:00-05:00,317.03,317.04,316.97,317.0,59554.0,0.0,0.0,
2019-12-13 11:57:00-05:00,317.01,317.15,316.99,317.08,333765.0,0.0,0.0,
2019-12-13 11:58:00-05:00,317.08,317.1,317.0,317.09,58121.0,0.0,0.0,
2019-12-13 11:59:00-05:00,317.09,317.13,317.05,317.12,54077.0,0.0,0.0,
2019-12-13 12:00:00-05:00,317.11,317.17,317.07,317.16,367513.0,0.0,0.0,
2019-12-13 12:01:00-05:00,317.15,317.19,317.09,317.17,123329.0,0.0,0.0,
2019-12-13 12:02:00-05:00,317.16,317.21,317.08,317.1,91723.0,0.0,0.0,
2019-12-13 12:03:00-05:00,317.09,317.16,317.07,317.15,64839.0,0.0,0.0,
2019-12-13 12:04:00-05:00,317.16,317.16,317.12,317.13,53997.0,0.0,0.0,
2019-12-13 12:05:00-05:00,317.13,317.18,317.09,317.15,104512.0,0.0,0.0,
2019-12-13 12:06:00-05:00,317.15,317.2,317.13,317.16,60968.0,0.0,0.0,
2019-12-13 12:07:00-05:00,317.16,317.21,317.11,317.15,116715.0,0.0,0.0,
2019-12-13 12:08:00-05:00,317.15,317.21,317.12,317.18,106870.0,0.0,0.0,
2019-12-13 12:09:00-05:00,317.18,317.26,317.17,317.23,175354.0,0.0,0.0,
2019-12-13 12:10:00-05:00,317.23,317.28,317.19,317.27,100262.0,0.0,0.0,
2019-12-13 12:11:00-05:00,317.27,317.3,317.17,317.17,72536.0,0.0,0.0,
2019-12-13 12:12:00-05:00,317.17,317.17,317.05,317.06,103745.0,0.0,0.0,
2019-12-13 12:13:00-05:00,317.06,317.1,317.02,317.07,332739.0,0.0,0.0,
2019-12-13 12:14:00-05:00,317.07,317.13,317.04,317.12,87549.0,0.0,0.0,
2019-12-13 12:15:00-05:00,317.12,317.14,317.05,317.1,85548.0,0.0,0.0,
2019-12-13 12:16:00-05:00,317.11,317.11,317.0,317.02,155999.0,0.0,0.0,
2019-12-13 12:17:00-05:00,317.02,317.05,316.98,316.98,85017.0,0.0,0.0,
2019-12-13 12:18:00-05:00,316.99,317.0,316.94,316.99,290464.0,0.0,0.0,
2019-12-13 12:19:00-05:00,316.99,317.14,316.99,317.1,100056.0,0.0,0.0,
2019-12-13 12:20:00-05:00,317.1,317.15,317.01,317.01,81229.0,0.0,0.0,
2019-12-13 12:21:00-05:00,317.02,317.18,317.01,317.1,194762.0,0.0,0.0,
2019-12-13 12:22:00-05:00,317.1,317.13,317.04,317.08,77218.0,0.0,0.0,
2019-12-13 12:23:00-05:00,317.08,317.13,317.08,317.12,33489.0,0.0,0.0,
2019-12-13 12:24:00-05:00,317.12,317.22,317.11,317.21,117993.0,0.0,0.0,
2019-12-13 12:25:00-05:00,317.2,317.33,317.2,317.33,190533.0,0.0,0.0,
2019-12-13 12:26:00-05:00,317.32,317.32,317.17,317.28,107307.0,0.0,0.0,
2019-12-13 12:27:00-05:00,317.27,317.29,317.22,317.28,61942.0,0.0,0.0,
2019-12-13 12:28:00-05:00,317.28,317.33,317.25,317.29,49301.0,0.0,0.0,
2019-12-13 12:29:00-05:00,317.28,317.3,317.24,317.28,33489.0,0.0,0.0,
2019-12-13 12:30:00-05:00,317.28,317.33,317.26,317.32,62424.0,0.0,0.0,
2019-12-13 12:31:00-05:00,317.32,317.35,317.26,317.29,69632.0,0.0,0.0,
2019-12-13 12:32:00-05:00,317.28,317.29,317.21,317.26,111221.0,0.0,0.0,
2019-12-13 12:33:00-05:00,317.26,317.29,317.22,317.25,53156.0,0.0,0.0,
2019-12-13 12:34:00-05:00,317.24,317.32,317.21,317.32,132365.0,0.0,0.0,
2019-12-13 12:35:00-05:00,317.31,317.34,317.23,317.3,130739.0,0.0,0.0,
2019-12-13 12:36:00-05:00,317.29,317.3,317.2,317.24,81985.0,0.0,0.0,
2019-12-13 12:37:00-05:00,317.24,317.3,317.2,317.28,58228.0,0.0,0.0,
2019-12-13 12:38:00-05:00,317.29,317.32,317.26,317.29,94358.0,0.0,0.0,
2019-12-13 12:39:00-05:00,317.29,317.37,317.29,317.32,102721.0,0.0,0.0,
2019-12-13 12:40:00-05:00,317.34,317.41,317.3,317.39,100734.0,0.0,0.0,
2019-12-13 12:41:00-05:00,317.37,317.39,317.32,317.33,57161.0,0.0,0.0,
2019-12-13 12:42:00-05:00,317.33,317.33,317.25,317.25,70498.0,0.0,0.0,
2019-12-13 12:43:00-05:00,317.25,317.26,317.14,317.17,321023.0,0.0,0.0,
2019-12-13 12:44:00-05:00,317.18,317.25,317.17,317.21,36005.0,0.0,0.0,
2019-12-13 12:45:00-05:00,317.2,317.25,317.18,317.21,53128.0,0.0,0.0,
2019-12-13 12:46:00-05:00,317.21,317.24,317.19,317.21,28211.0,0.0,0.0,
2019-12-13 12:47:00-05:00,317.22,317.24,317.17,317.2,40205.0,0.0,0.0,
2019-12-13 12:48:00-05:00,317.2,317.22,317.18,317.18,16587.0,0.0,0.0,
2019-12-13 12:49:00-05:00,317.18,317.19,317.15,317.17,36474.0,0.0,0.0,
2019-12-13 12:50:00-05:00,317.16,317.24,317.15,317.2,126626.0,0.0,0.0,
2019-12-13 12:51:00-05:00,317.2,317.24,317.15,317.16,172861.0,0.0,0.0,
2019-12-13 12:52:00-05:00,317.15,317.16,317.12,317.13,61262.0,0.0,0.0,
2019-12-13 12:53:00-05:00,317.14,317.15,317.11,317.15,33944.0,0.0,0.0,
2019-12-13 12:54:00-05:00,317.15,317.2,317.14,317.15,90641.0,0.0,0.0,
2019-12-13 12:55:00-05:00,317.15,317.23,317.13,317.23,58376.0,0.0,0.0,
2019-12-13 12:56:00-05:00,317.23,317.28,317.22,317.25,59366.0,0.0,0.0,
2019-12-13 12:57:00-05:00,317.25,317.36,317.25,317.35,169401.0,0.0,0.0,
2019-12-13 12:58:00-05:00,317.35,317.43,317.33,317.39,105864.0,0.0,0.0,
2019-12-13 12:59:00-05:00,317.39,317.51,317.39,317.49,140874.0,0.0,0.0,
2019-12-13 13:00:00-05:00,317.49,317.53,317.48,317.51,356111.0,0.0,0.0,
2019-12-13 13:01:00-05:00,317.51,317.53,317.48,317.5,261910.0,0.0,0.0,
2019-12-13 13:02:00-05:00,317.5,317.53,317.47,317.51,187808.0,0.0,0.0,
2019-12-13 13:03:00-05:00,317.5,317.53,317.5,317.52,162974.0,0.0,0.0,
2019-12-13 13:04:00-05:00,317.52,317.56,317.49,317.5,174398.0,0.0,0.0,
2019-12-13 13:05:00-05:00,317.51,317.54,317.48,317.52,260482.0,0.0,0.0,
2019-12-13 13:06:00-05:00,317.53,317.53,317.46,317.5,114968.0,0.0,0.0,
2019-12-13 13:07:00-05:00,317.48,317.51,317.47,317.5,29215.0,0.0,0.0,
2019-12-13 13:08:00-05:00,317.49,317.49,317.43,317.45,303888.0,0.0,0.0,
2019-12-13 13:09:00-05:00,317.46,317.48,317.45,317.47,50286.0,0.0,0.0,
2019-12-13 13:10:00-05:00,317.46,317.49,317.42,317.44,26938.0,0.0,0.0,
2019-12-13 13:11:00-05:00,317.43,317.46,317.42,317.44,44728.0,0.0,0.0,
2019-12-13 13:12:00-05:00,317.44,317.45,317.42,317.42,39275.0,0.0,0.0,
2019-12-13 13:13:00-05:00,317.42,317.44,317.39,317.44,36377.0,0.0,0.0,
2019-12-13 13:14:00-05:00,317.43,317.47,317.42,317.46,73229.0,0.0,0.0,
2019-12-13 13:15:00-05:00,317.45,317.49,317.44,317.46,63244.0,0.0,0.0,
2019-12-13 13:16:00-05:00,317.47,317.5,317.44,317.45,85838.0,0.0,0.0,
2019-12-13 13:17:00-05:00,317.45,317.46,317.38,317.42,62466.0,0.0,0.0,
2019-12-13 13:18:00-05:00,317.41,317.42,317.37,317.39,48236.0,0.0,0.0,
2019-12-13 13:19:00-05:00,317.39,317.4,317.37,317.38,40505.0,0.0,0.0,
2019-12-13 13:20:00-05:00,317.39,317.47,317.39,317.46,44523.0,0.0,0.0,
2019-12-13 13:21:00-05:00,317.45,317.46,317.43,317.43,50840.0,0.0,0.0,
2019-12-13 13:22:00-05:00,317.43,317.43,317.37,317.39,33979.0,0.0,0.0,
2019-12-13 13:23:00-05:00,317.38,317.43,317.38,317.42,28059.0,0.0,0.0,
2019-12-13 13:24:00-05:00,317.42,317.44,317.39,317.4,37288.0,0.0,0.0,
2019-12-13 13:25:00-05:00,317.41,317.42,317.36,317.42,184676.0,0.0,0.0,
2019-12-13 13:26:00-05:00,317.42,317.43,317.37,317.4,107655.0,0.0,0.0,
2019-12-13 13:27:00-05:00,317.4,317.4,317.36,317.37,124420.0,0.0,0.0,
2019-12-13 13:28:00-05:00,317.37,317.38,317.34,317.35,127071.0,0.0,0.0,
2019-12-13 13:29:00-05:00,317.34,317.34,317.3,317.3,129866.0,0.0,0.0,
2019-12-13 13:30:00-05:00,317.3,317.39,317.28,317.39,284721.0,0.0,0.0,
2019-12-13 13:31:00-05:00,317.39,317.43,317.38,317.42,141322.0,0.0,0.0,
2019-12-13 13:32:00-05:00,317.42,317.49,317.41,317.46,147569.0,0.0,0.0,
2019-12-13 13:33:00-05:00,317.46,317.46,317.37,317.38,151064.0,0.0,0.0,
2019-12-13 13:34:00-05:00,317.38,317.39,317.32,317.34,308924.0,0.0,0.0,
2019-12-13 13:35:00-05:00,317.35,317.36,317.29,317.34,287616.0,0.0,0.0,
2019-12-13 13:36:00-05:00,317.33,317.33,317.28,317.3,141261.0,0.0,0.0,
2019-12-13 13:37:00-05:00,317.3,317.35,317.27,317.32,199052.0,0.0,0.0,
2019-12-13 13:38:00-05:00,317.32,317.35,317.3,317.3,110449.0,0.0,0.0,
2019-12-13 13:39:00-05:00,317.3,317.32,317.24,317.28,214926.0,0.0,0.0,
2019-12-13 13:40:00-05:00,317.28,317.32,317.24,317.24,75948.0,0.0,0.0,
2019-12-13 13:41:00-05:00,317.24,317.3,317.23,317.28,274896.0,0.0,0.0,
2019-12-13 13:42:00-05:00,317.28,317.29,317.24,317.26,58716.0,0.0,0.0,
2019-12-13 13:43:00-05:00,317.26,317.29,317.22,317.25,96524.0,0.0,0.0,
2019-12-13 13:44:00-05:00,317.24,317.24,317.2,317.21,95947.0,0.0,0.0,
2019-12-13 13:45:00-05:00,317.21,317.26,317.2,317.25,129148.0,0.0,0.0,
2019-12-13 13:46:00-05:00,317.25,317.25,317.2,317.21,138869.0,0.0,0.0,
2019-12-13 13:47:00-05:00,317.21,317.23,317.19,317.22,131418.0,0.0,0.0,
2019-12-13 13:48:00-05:00,317.22,317.28,317.22,317.28,81319.0,0.0,0.0,
2019-12-13 13:49:00-05:00,317.28,317.32,317.28,317.3,35484.0,0.0,0.0,
2019-12-13 13:50:00-05:00,317.31,317.36,317.27,317.34,53458.0,0.0,0.0,
2019-12-13 13:51:00-05:00,317.34,317.38,317.31,317.38,106273.0,0.0,0.0,
2019-12-13 13:52:00-05:00,317.38,317.49,317.37,317.44,162667.0,0.0,0.0,
2019-12-13 13:53:00-05:00,317.45,317.46,317.38,317.39,100713.0,0.0,0.0,
2019-12-13 13:54:00-05:00,317.38,317.42,317.32,317.35,100646.0,0.0,0.0,
2019-12-13 13:55:00-05:00,317.33,317.36,317.32,317.35,35795.0,0.0,0.0,
2019-12-13 13:56:00-05:00,317.36,317.36,317.29,317.3,44762.0,0.0,0.0,
2019-12-13 13:57:00-05:00,317.29,317.44,317.29,317.43,79945.0,0.0,0.0,
2019-12-13 13:58:00-05:00,317.42,317.43,317.39,317.39,228425.0,0.0,0.0,
2019-12-13 13:59:00-05:00,317.39,317.44,317.39,317.42,35006.0,0.0,0.0,
2019-12-13 14:00:00-05:00,317.43,317.5,317.41,317.45,102926.0,0.0,0.0,
2019-12-13 14:01:00-05:00,317.45,317.46,317.4,317.4,55784.0,0.0,0.0,
2019-12-13 14:02:00-05:00,317.4,317.45,317.27,317.29,195451.0,0.0,0.0,
2019-12-13 14:03:00-05:00,317.28,317.35,317.28,317.33,125104.0,0.0,0.0,
2019-12-13 14:04:00-05:00,317.34,317.48,317.33,317.39,137988.0,0.0,0.0,
2019-12-13 14:05:00-05:00,317.4,317.4,317.35,317.35,51882.0,0.0,0.0,
2019-12-13 14:06:00-05:00,317.36,317.42,317.34,317.36,45053.0,0.0,0.0,
2019-12-13 14:07:00-05:00,317.36,317.43,317.36,317.43,58648.0,0.0,0.0,
2019-12-13 14:08:00-05:00,317.43,317.49,317.42,317.49,60264.0,0.0,0.0,
2019-12-13 14:09:00-05:00,317.48,317.5,317.43,317.45,84730.0,0.0,0.0,
2019-12-13 14:10:00-05:00,317.45,317.48,317.43,317.47,33720.0,0.0,0.0,
2019-12-13 14:11:00-05:00,317.46,317.49,317.42,317.43,16993.0,0.0,0.0,
2019-12-13 14:12:00-05:00,317.43,317.44,317.39,317.44,35877.0,0.0,0.0,
2019-12-13 14:13:00-05:00,317.43,317.43,317.39,317.41,22980.0,0.0,0.0,
2019-12-13 14:14:00-05:00,317.42,317.42,317.35,317.38,68666.0,0.0,0.0,
2019-12-13 14:15:00-05:00,317.37,317.39,317.33,317.34,44183.0,0.0,0.0,
2019-12-13 14:16:00-05:00,317.34,317.42,317.33,317.39,70581.0,0.0,0.0,
2019-12-13 14:17:00-05:00,317.38,317.39,317.35,317.36,12935.0,0.0,0.0,
2019-12-13 14:18:00-05:00,317.36,317.39,317.32,317.33,35378.0,0.0,0.0,
2019-12-13 14:19:00-05:00,317.33,317.36,317.3,317.32,156420.0,0.0,0.0,
2019-12-13 14:20:00-05:00,317.32,317.39,317.32,317.35,27402.0,0.0,0.0,
2019-12-13 14:21:00-05:00,317.34,317.37,317.32,317.35,40970.0,0.0,0.0,
2019-12-13 14:22:00-05:00,317.35,317.4,317.34,317.37,52162.0,0.0,0.0,
2019-12-13 14:23:00-05:00,317.37,317.38,317.35,317.35,15439.0,0.0,0.0,
2019-12-13 14:24:00-05:00,317.35,317.35,317.32,317.32,37003.0,0.0,0.0,
2019-12-13 14:25:00-05:00,317.33,317.34,317.31,317.32,20887.0,0.0,0.0,
2019-12-13 14:26:00-05:00,317.32,317.36,317.3,317.32,27238.0,0.0,0.0,
2019-12-13 14:27:00-05:00,317.32,317.34,317.29,317.3,57935.0,0.0,0.0,
2019-12-13 14:28:00-05:00,317.3,317.3,317.25,317.28,85226.0,0.0,0.0,
2019-12-13 14:29:00-05:00,317.28,317.28,317.24,317.27,49083.0,0.0,0.0,
2019-12-13 14:30:00-05:00,317.27,317.32,317.26,317.29,105157.0,0.0,0.0,
2019-12-13 14:31:00-05:00,317.29,317.3,317.18,317.23,113828.0,0.0,0.0,
2019-12-13 14:32:00-05:00,317.23,317.29,317.23,317.29,44163.0,0.0,0.0,
2019-12-13 14:33:00-05:00,317.29,317.33,317.28,317.32,51896.0,0.0,0.0,
2019-12-13 14:34:00-05:00,317.32,317.33,317.28,317.31,84669.0,0.0,0.0,
2019-12-13 14:35:00-05:00,317.31,317.32,317.12,317.14,135243.0,0.0,0.0,
2019-12-13 14:36:00-05:00,317.14,317.23,317.14,317.19,62048.0,0.0,0.0,
2019-12-13 14:37:00-05:00,317.19,317.19,317.08,317.13,149079.0,0.0,0.0,
2019-12-13 14:38:00-05:00,317.12,317.17,317.11,317.17,51756.0,0.0,0.0,
2019-12-13 14:39:00-05:00,317.18,317.2,317.18,317.18,37740.0,0.0,0.0,
2019-12-13 14:40:00-05:00,317.19,317.21,317.14,317.17,26748.0,0.0,0.0,
2019-12-13 14:41:00-05:00,317.17,317.19,317.16,317.19,46493.0,0.0,0.0,
2019-12-13 14:42:00-05:00,317.18,317.22,317.15,317.17,146075.0,0.0,0.0,
2019-12-13 14:43:00-05:00,317.17,317.18,317.15,317.18,45206.0,0.0,0.0,
2019-12-13 14:44:00-05:00,317.18,317.23,317.18,317.21,113701.0,0.0,0.0,
2019-12-13 14:45:00-05:00,317.21,317.23,317.2,317.21,32259.0,0.0,0.0,
2019-12-13 14:46:00-05:00,317.2,317.25,317.2,317.23,27853.0,0.0,0.0,
2019-12-13 14:47:00-05:00,317.24,317.24,317.2,317.21,36794.0,0.0,0.0,
2019-12-13 14:48:00-05:00,317.21,317.23,317.18,317.22,83339.0,0.0,0.0,
2019-12-13 14:49:00-05:00,317.23,317.27,317.2,317.23,69003.0,0.0,0.0,
2019-12-13 14:50:00-05:00,317.22,317.26,317.18,317.26,106932.0,0.0,0.0,
2019-12-13 14:51:00-05:00,317.26,317.27,317.19,317.2,113806.0,0.0,0.0,
2019-12-13 14:52:00-05:00,317.2,317.26,317.18,317.24,149048.0,0.0,0.0,
2019-12-13 14:53:00-05:00,317.24,317.27,317.2,317.27,106821.0,0.0,0.0,
2019-12-13 14:54:00-05:00,317.26,317.31,317.24,317.29,142486.0,0.0,0.0,
2019-12-13 14:55:00-05:00,317.3,317.34,317.26,317.33,90156.0,0.0,0.0,
2019-12-13 14:56:00-05:00,317.33,317.38,317.33,317.36,585497.0,0.0,0.0,
2019-12-13 14:57:00-05:00,317.36,317.36,317.32,317.36,48141.0,0.0,0.0,
2019-12-13 14:58:00-05:00,317.37,317.37,317.32,317.32,47388.0,0.0,0.0,
2019-12-13 14:59:00-05:00,317.33,317.33,317.28,317.3,56854.0,0.0,0.0,
2019-12-13 15:00:00-05:00,317.3,317.36,317.28,317.34,91122.0,0.0,0.0,
2019-12-13 15:01:00-05:00,317.34,317.39,317.33,317.34,70637.0,0.0,0.0,
2019-12-13 15:02:00-05:00,317.33,317.35,317.31,317.32,48468.0,0.0,0.0,
2019-12-13 15:03:00-05:00,317.32,317.39,317.32,317.38,44604.0,0.0,0.0,
2019-12-13 15:04:00-05:00,317.38,317.38,317.32,317.32,36820.0,0.0,0.0,
2019-12-13 15:05:00-05:00,317.33,317.39,317.31,317.31,88251.0,0.0,0.0,
2019-12-13 15:06:00-05:00,317.31,317.35,317.3,317.33,45211.0,0.0,0.0,
2019-12-13 15:07:00-05:00,317.32,317.33,317.24,317.28,128896.0,0.0,0.0,
2019-12-13 15:08:00-05:00,317.29,317.3,317.23,317.28,67720.0,0.0,0.0,
2019-12-13 15:09:00-05:00,317.28,317.3,317.23,317.25,73401.0,0.0,0.0,
2019-12-13 15:10:00-05:00,317.26,317.27,317.21,317.21,79289.0,0.0,0.0,
2019-12-13 15:11:00-05:00,317.2,317.24,317.18,317.24,115111.0,0.0,0.0,
2019-12-13 15:12:00-05:00,317.24,317.28,317.22,317.27,84797.0,0.0,0.0,
2019-12-13 15:13:00-05:00,317.28,317.38,317.26,317.38,159529.0,0.0,0.0,
2019-12-13 15:14:00-05:00,317.38,317.39,317.26,317.26,90594.0,0.0,0.0,
2019-12-13 15:15:00-05:00,317.26,317.32,317.25,317.3,51335.0,0.0,0.0,
2019-12-13 15:16:00-05:00,317.31,317.34,317.3,317.33,49220.0,0.0,0.0,
2019-12-13 15:17:00-05:00,317.32,317.37,317.32,317.35,148775.0,0.0,0.0,
2019-12-13 15:18:00-05:00,317.35,317.36,317.31,317.31,74341.0,0.0,0.0,
2019-12-13 15:19:00-05:00,317.31,317.33,317.29,317.3,26939.0,0.0,0.0,
2019-12-13 15:20:00-05:00,317.3,317.32,317.28,317.3,151315.0,0.0,0.0,
2019-12-13 15:21:00-05:00,317.3,317.36,317.27,317.31,232178.0,0.0,0.0,
2019-12-13 15:22:00-05:00,317.32,317.32,317.27,317.31,128347.0,0.0,0.0,
2019-12-13 15:23:00-05:00,317.31,317.33,317.2,317.22,69377.0,0.0,0.0,
2019-12-13 15:24:00-05:00,317.23,317.26,317.18,317.2,89986.0,0.0,0.0,
2019-12-13 15:25:00-05:00,317.21,317.24,317.2,317.22,142209.0,0.0,0.0,
2019-12-13 15:26:00-05:00,317.23,317.26,317.18,317.2,213631.0,0.0,0.0,
2019-12-13 15:27:00-05:00,317.2,317.23,317.19,317.21,100354.0,0.0,0.0,
2019-12-13 15:28:00-05:00,317.21,317.24,317.21,317.22,167793.0,0.0,0.0,
2019-12-13 15:29:00-05:00,317.22,317.22,317.17,317.18,159746.0,0.0,0.0,
2019-12-13 15:30:00-05:00,317.19,317.24,317.15,317.22,151095.0,0.0,0.0,
2019-12-13 15:31:00-05:00,317.23,317.35,317.23,317.35,221775.0,0.0,0.0,
2019-12-13 15:32:00-05:00,317.34,317.34,317.26,317.26,122073.0,0.0,0.0,
2019-12-13 15:33:00-05:00,317.27,317.28,317.2,317.23,118543.0,0.0,0.0,
2019-12-13 15:34:00-05:00,317.23,317.23,317.2,317.23,69297.0,0.0,0.0,
2019-12-13 15:35:00-05:00,317.23,317.23,317.18,317.2,82315.0,0.0,0.0,
2019-12-13 15:36:00-05:00,317.2,317.22,317.19,317.21,65650.0,0.0,0.0,
2019-12-13 15:37:00-05:00,317.21,317.27,317.18,317.27,128843.0,0.0,0.0,
2019-12-13 15:38:00-05:00,317.27,317.3,317.26,317.28,120349.0,0.0,0.0,
2019-12-13 15:39:00-05:00,317.29,317.35,317.26,317.35,187802.0,0.0,0.0,
2019-12-13 15:40:00-05:00,317.35,317.36,317.31,317.33,175162.0,0.0,0.0,
2019-12-13 15:41:00-05:00,317.33,317.44,317.32,317.43,229626.0,0.0,0.0,
2019-12-13 15:42:00-05:00,317.43,317.48,317.41,317.44,223034.0,0.0,0.0,
2019-12-13 15:43:00-05:00,317.43,317.44,317.37,317.37,69325.0,0.0,0.0,
2019-12-13 15:44:00-05:00,317.37,317.38,317.34,317.34,53093.0,0.0,0.0,
2019-12-13 15:45:00-05:00,317.35,317.37,317.3,317.32,124934.0,0.0,0.0,
2019-12-13 15:46:00-05:00,317.32,317.33,317.28,317.3,66983.0,0.0,0.0,
2019-12-13 15:47:00-05:00,317.3,317.32,317.25,317.29,286787.0,0.0,0.0,
2019-12-13 15:48:00-05:00,317.3,317.31,317.28,317.3,163363.0,0.0,0.0,
2019-12-13 15:49:00-05:00,317.3,317.33,317.27,317.29,93048.0,0.0,0.0,
2019-12-13 15:50:00-05:00,317.28,317.45,317.28,317.43,587855.0,0.0,0.0,
2019-12-13 15:51:00-05:00,317.42,317.48,317.41,317.43,307913.0,0.0,0.0,
2019-12-13 15:52:00-05:00,317.42,317.45,317.39,317.41,170812.0,0.0,0.0,
2019-12-13 15:53:00-05:00,317.41,317.48,317.39,317.43,288685.0,0.0,0.0,
2019-12-13 15:54:00-05:00,317.44,317.44,317.21,317.23,356979.0,0.0,0.0,
2019-12-13 15:55:00-05:00,317.22,317.29,317.18,317.22,610786.0,0.0,0.0,
2019-12-13 15:56:00-05:00,317.23,317.3,317.2,317.29,266466.0,0.0,0.0,
